word,machine,human,label,emotion_intensity_score
nostalgia,nostalgia,ṣàárò ilé,joy,0.47
adventure,ìrìn,ìrìn,joy,0.47
lush,ọti,ọtí,joy,0.47
tickle,tickle,yín,joy,0.47
inheritance,ogún,ogún,joy,0.47
kiddo,kiddo,Ọ̀rẹ́ tímọ́tímọ́,joy,0.47
soothe,tù,tù,joy,0.47
luster,luster,rẹ́wúrẹ́wú,joy,0.469
eternal,ayeraye,ayérayé,joy,0.469
purring,purring,dànù,joy,0.469
heartily,tọkàntọkàn,tọkàntọkàn,joy,0.469
bonding,imora,Ìmọ̀ra,joy,0.469
princess,binrin,ọmọ ọba bìnrin,joy,0.469
rest,isinmi,ìsinmi,joy,0.469
humanitarian,omoniyan,ọmọnìyàn,joy,0.469
benevolence,oninuure,onínúure,joy,0.469
goals,awọn ibi -afẹde,awọn ibi -afẹde,joy,0.469
amicable,alaafia,àlàáfíà,joy,0.469
bridegroom,oko iyawo,ọkọ ìyàwó,joy,0.469
nurture,tọ́jú,tọ́jú,joy,0.469
pretty,lẹwa,lẹ́wà,joy,0.469
giving,fífúnni,fifúnmi,joy,0.469
pray,gbadura,gbàdúrà,joy,0.469
getaway,lọ kuro,lọ kúrò,joy,0.469
child,ọmọ,ọmọ,joy,0.466
salutary,ikini,ìkíni,joy,0.465
invite,pe,pé,joy,0.457
beam,tan ina,tan iná,joy,0.456
reminiscing,ìrántí,ìrántí,joy,0.456
friday,Friday,Ọjọ́ ẹtì,joy,0.455
aesthetics,aesthetics,ṣẹwà,joy,0.455
hee,hee,he,joy,0.455
ceremony,ayeye,ayẹyẹ,joy,0.455
scholarship,sikolashipu,síkọ́láṣíìpù,joy,0.455
befriend,ore,bá dọ́rẹ̀ẹ́,joy,0.455
mindfulness,ifarabalẹ,ìfarabalẹ̀,joy,0.455
elevation,igbega,ìgbéga,joy,0.455
kindred,ibatan,ìbátan,joy,0.455
freshair,Ategun alaafia,àtẹ̀gùn àlàáfíà,joy,0.455
tropical,Tropical,ilẹ̀,joy,0.455
sonice,sonice,dára púpọ̀,joy,0.455
faith,igbagbọ,ìgbàgbọ́,joy,0.453
allure,ifaya,ìfáyà,joy,0.453
noworries,ko si wahala,kò sí wàhálà,joy,0.453
commemorate,ṣe iranti,ṣe ìrántí,joy,0.453
vindication,idalare,ìdáláre,joy,0.453
namaste,namaste,ìkíni,joy,0.453
forgiveness,idariji,ìdáríjì,joy,0.453
waterfall,isosileomi,ìsọ̀sílẹ̀ omi,joy,0.453
approve,fi ọwọ si,fi ọwọ́ sí,joy,0.453
birth,ibimọ,ìbímọ,joy,0.453
scenery,iwoye,ìwòye,joy,0.453
journey,irin -ajo,ìrìn-àjò,joy,0.447
meditation,àṣàrò,àṣàrò,joy,0.446
relaxed,ni ihuwasi,ní ìhùwàsí,joy,0.442
tender,tutu,tutù,joy,0.441
weekend,ìparí,ìparí,joy,0.441
tranquil,idakẹjẹ,ìdákẹ́jẹ́,joy,0.441
present,wa,wá,joy,0.441
sharing,pinpin,pínpín,joy,0.439
lyrical,ohun orin,ohùn orin,joy,0.439
righteousness,ododo,òdodo,joy,0.439
esteem,niyi,níyì,joy,0.439
prayer,adura,àdúrà,joy,0.439
nostalgic,nostalgic,ìrántí ìgbà èwe,joy,0.439
relief,iderun,ìdẹ̀rùn,joy,0.438
eager,ni itara,ní ìtara,joy,0.438
life,igbesi aye,ìgbésí ayé,joy,0.438
husband,ọkọ,ọkọ,joy,0.438
mighty,alagbara,alágbára,joy,0.438
unbeaten,alailẹgbẹ,aláìlẹ́gbẹ́,joy,0.438
meditate,ṣe àṣàrò,ṣe àṣàrò,joy,0.438
strength,agbara,agbára,joy,0.438
newday,ojo tuntun,Ọjọ́ tuntun,joy,0.438
sonnet,sonnet,ewì onílà mẹ́ẹ̀dógun,joy,0.438
share,pin,pin,joy,0.438
warm,loworo,lọ́wọ́rọ́,joy,0.429
winterbreak,igba otutu,ìgbà òtútù,joy,0.429
movingforward,gbigbe siwaju,gbígbé síwájú,joy,0.429
buddy,ore,ore,joy,0.427
oneness,isokan,ìṣọ̀kan,joy,0.426
reverence,ibowo,ìbọ̀wọ̀,joy,0.424
ejaculation,ejaculation,tún jáde,joy,0.424
thelittlethings,awọn nkan isere,àwọn nǹkan ìṣèré,joy,0.424
carols,awọn orin,àwọn orin,joy,0.424
amen,amin,àmín,joy,0.424
healthful,ni ilera,ní ìlera,joy,0.424
medal,medal,ohun àmì iyì,joy,0.424
unsurpassed,alailẹgbẹ,aláìlẹ́gbẹ́,joy,0.424
candlelight,fitila,fìtílà,joy,0.424
symphony,simfoni,orin,joy,0.422
calmness,idakẹjẹ,ìdákẹ́jẹ́,joy,0.422
helpful,wulo,wúlò,joy,0.422
graduation,ipari ẹkọ,ìparí ẹ̀kọ́,joy,0.422
ease,irorun,ìrọ̀rùn,joy,0.422
energy,agbara,agbára,joy,0.422
musical,orin,orin,joy,0.422
safe,lailewu,láìléwu,joy,0.422
frisky,frisky,ọ̀pọ̀,joy,0.422
sledding,sledding,yíyí,joy,0.422
wealth,oro,ọ̀rọ̀,joy,0.422
glitter,didan,dídán,joy,0.422
beginnings,awọn ibẹrẹ,àwọn ìbéèrè,joy,0.422
soundness,ìlera,ìlera,joy,0.421
nostress,nostress,láìsí ápọn,joy,0.421
promise,ileri,ìlérí,joy,0.415
reunite,tun pade,tún pàdé,joy,0.414
salvation,igbala,ìgbàlà,joy,0.412
mother,iya,ìyá,joy,0.412
poems,ewi,ewì,joy,0.412
lighten,tàn,tàn,joy,0.409
lavender,Lafenda,eléwé pọ́pù,joy,0.409
inauguration,ifilọlẹ,ìfilọ́lẹ̀,joy,0.409
travel,irin -ajo,ìrìn-àjò,joy,0.409
clown,oniye,aláwàdà,joy,0.409
purify,sọ di mimọ,sọ di mímọ́,joy,0.409
immaculate,alaimo,aláìmọ̀,joy,0.409
charity,alanu,aláàánú,joy,0.406
wishing,edun okan,ẹ̀dùn ọkàn,joy,0.406
heal,larada,mú lára dà,joy,0.406
live,gbe,gbé,joy,0.406
star,irawo,ìràwọ̀,joy,0.406
companion,ẹlẹgbẹ,ẹlẹ́gbẹ́,joy,0.406
flowers,awọn ododo,àwọn òdodo,joy,0.406
cash,owo,owó,joy,0.406
completing,ipari,ìparí,joy,0.406
opportune,anfani,àǹfààní,joy,0.406
income,owo oya,owó tí ó wọ̀lẹ́,joy,0.403
soul,ọkàn,ọkàn,joy,0.401
munchies,munchies,ebi,joy,0.4
indescribable,ti ko le sapejuwe,tí kò lè ṣàpèjúwe,joy,0.397
progress,itesiwaju,ìtẹ̀síwájú,joy,0.397
emancipation,ominira,òmìnira,joy,0.397
calm,tunu,fara balẹ̀,joy,0.394
picnic,pikiniki,píkíníìkì,joy,0.394
hammock,igbo,igbó,joy,0.394
rhythmical,ariwo,ariwo,joy,0.394
equality,isọgba,ìsọgbà,joy,0.394
together,papo,papọ̀,joy,0.394
childhood,igba ewe,ìgbà èwe,joy,0.394
fullness,kikun,kíkún,joy,0.394
zealous,onítara,onítara,joy,0.393
movies,sinima,sinimá,joy,0.393
humanity,eda eniyan,ẹ̀dá ènìyàn,joy,0.391
playground,ibi -iṣere,ibi-ìṣeré,joy,0.391
starry,irawọ,ìràwọ,joy,0.391
affluence,ọlọrọ,ọlọ́rọ̀,joy,0.391
meaningful,ti o nilari,tí ó nílárí,joy,0.391
adventures,seresere,ṣeréṣeré,joy,0.391
choir,akorin,akọrin,joy,0.391
warms,igbona,Ìgbóná,joy,0.391
littlethings,nkan kekere,nǹkan kékeré,joy,0.391
auspicious,rere,rere,joy,0.391
goofy,goofy,àìgbọ́n,joy,0.391
gesture,idari,ìdarí,joy,0.387
shopping,ohun tio wa,ohun tí ó wà,joy,0.382
vow,ẹjẹ,ẹ̀jẹ̀,joy,0.382
witty,ọlọgbọn,ọlọ́gbọ́n,joy,0.382
communion,idapo,ìdàpọ̀,joy,0.379
worship,ijosin,ìjọ́sìn,joy,0.379
vibes,gbigbọn,gbígbọ̀n,joy,0.379
jump,fo,fò,joy,0.379
reverend,ibowo,ìbọ̀wọ̀,joy,0.377
experience,iriri,ìrírí,joy,0.375
full,kun,kún,joy,0.375
reunion,itungbepapo,ìtúngbépapọ̀,joy,0.375
rising,nyara,ń yára,joy,0.375
redeemed,irapada,ìràpadà,joy,0.375
youth,odo,odò,joy,0.375
simplicity,ayedero,ayédẹ̀rọ̀,joy,0.375
advance,ilosiwaju,ìlọsíwájú,joy,0.375
courtship,ibaṣepọ,ìbáṣepọ̀,joy,0.375
scenic,iwoye,ìwòye,joy,0.375
spirits,awọn ẹmi,àwọn ẹ̀mí,joy,0.375
beaches,etikun,etí òkun,joy,0.375
hymn,orin iyin,orin iyin,joy,0.375
sonorous,aladun,aládùn,joy,0.375
mirth,ayọ,ayọ̀,joy,0.375
unique,oto,ọ̀tọ̀,joy,0.375
unforgettable,ailegbagbe,àìlegbàgbé,joy,0.375
baptismal,baptisi,onítẹ̀bọmi,joy,0.368
alliance,ajọṣepọ,àjọṣepọ̀,joy,0.368
grant,fifunni,fifúnni,joy,0.366
moonlight,imọlẹ oṣupa,ìmọ́lẹ̀ òṣùpá,joy,0.364
improve,mu dara,mú dára,joy,0.364
conciliation,ilaja,ìlàjà,joy,0.364
pure,funfun,funfun,joy,0.364
sanctification,mimo,mímọ́,joy,0.364
authentic,ojulowo,ojúlówó,joy,0.364
kitten,ọmọ ologbo,ọmọ ológbò,joy,0.364
improves,awọn ilọsiwaju,àwọn ìlọsíwájú,joy,0.364
weightloss,ipadanu iwuwo,ìpàdánù ìwúwo,joy,0.362
raspberries,raspberries,òdòdó olóòrún-ùn dídùn,joy,0.36
listenting,kikojọ,kíkójọ́,joy,0.359
proficiency,pipe,pípé,joy,0.359
revival,isoji,ìsọjí,joy,0.359
sanctify,sọ di mímọ̀,sọ di mímọ̀,joy,0.359
fidelity,iṣootọ,ìṣòótọ́,joy,0.359
jest,ẹlẹya,ẹlẹ́yà,joy,0.359
tinsel,tinsel,irin oníwúrà,joy,0.359
feeling,rilara,ìmọ̀ lára,joy,0.359
independent,ominira,òmìnira,joy,0.359
devotional,ifọkansin,ìfọkànsìn,joy,0.359
giver,olufunni,olùfúnni,joy,0.353
cocoa,koko,kókó,joy,0.353
romp,romp,ṣeré,joy,0.348
melody,orin aladun,orin aládùn,joy,0.348
choral,akorin,akọrin,joy,0.348
unification,isọdọkan,ìsọdọ̀kan,joy,0.348
dolphin,ẹja,ẹja,joy,0.348
favor,ojurere,ojúrere,joy,0.348
roaring,ariwo,ariwo,joy,0.348
exceed,kọja,kọjá,joy,0.348
purpose,idi,ìdí,joy,0.348
deliverance,itusile,ìtúsílẹ̀,joy,0.348
hotyoga,hotyoga,*****,joy,0.347
thx,thx,ẹṣé,joy,0.344
roadtrip,oju opopona,Ojú òpópónà,joy,0.344
kiddos,kiddos,Ọ̀rẹ́ kò rí kò sùn,joy,0.344
manicure,eekanna,èékánná,joy,0.344
newstart,newstart,ìbẹ̀rẹ̀ tuntun,joy,0.344
date,ọjọ,Ọjọ́,joy,0.344
voluptuous,atinuwa,àtinúwá,joy,0.344
hedonism,hedonism,ìdàgbàsókè,joy,0.344
pledge,ògo,ògo,joy,0.344
cookies,kukisi,kúúkísì,joy,0.344
fruits,eso,èso,joy,0.344
electric,itanna,ìtànná,joy,0.344
nowork,iṣẹ -ṣiṣe,iṣẹ́-ṣíṣe,joy,0.344
humble,onirẹlẹ,onírẹ̀lẹ̀,joy,0.344
celebrity,gbajumọ,gbajúmọ̀,joy,0.342
rhythm,ilu,ìlù,joy,0.338
bridesmaid,iyawo,ìyàwó,joy,0.338
obliging,ọranyan,ọ̀ranyàn,joy,0.333
dawn,owurọ,òwúrò,joy,0.333
gazing,wíwo,wíwò,joy,0.333
snowday,ojo egbon,Ọjọ́ yìnyín,joy,0.333
edification,atunse,àtúnṣe,joy,0.333
connoisseur,onimọran,onímọ̀ràn,joy,0.333
partner,alabaṣepọ,alábáṣepọ̀,joy,0.333
spa,spa,sipaa,joy,0.333
coffee,kọfi,kọfí,joy,0.333
renovation,atunse,àtúnṣe,joy,0.333
garden,ọgba,ọgbà,joy,0.333
familiarity,faramọ,faramọ́,joy,0.333
foodie,ounje,oúnjẹ,joy,0.331
synchronize,muṣiṣẹpọ,múṣiṣẹ́pọ̀,joy,0.329
pedicure,pedicure,pẹ́díkiọ̀,joy,0.328
noregrets,noregrets,àìsí àbámọ̀,joy,0.328
hobby,ifisere,ìfiṣeré,joy,0.328
amnesty,aforiji,àforíjì,joy,0.328
true,otitọ,òtítọ́,joy,0.328
chirping,ariwo,ariwo,joy,0.328
psalm,Psalm,Sáàmù,joy,0.328
saint,eniyan mimo,ènìyàn mímọ́,joy,0.328
healing,iwosan,ìwòsàn,joy,0.328
tribulation,ipọnju,ìpọ́njú,joy,0.328
carol,karol,kàroo,joy,0.328
respite,isinmi,ìsinmi,joy,0.324
restorative,atunse,àtúnṣe,joy,0.318
cousins,awọn ibatan,àwọn ìbátan,joy,0.318
recreational,ìdárayá,ìdárayá,joy,0.318
mellow,mellow,dẹ̀,joy,0.318
lazyday,ọlẹ,ọ̀lẹ,joy,0.318
classics,awọn alailẹgbẹ,àwọn aláìlẹ́gbẹ́,joy,0.318
reconciliation,ilaja,ìlàjà,joy,0.316
pony,Esin,ẹṣin,joy,0.312
muchneeded,nilo pupọ,nílò púpọ̀,joy,0.312
recovery,imularada,ìmúláradá,joy,0.312
presto,presto,orin takasufe,joy,0.312
fitness,amọdaju,àmọ̀dájú,joy,0.312
relight,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.312
progression,itesiwaju,Ìtẹ́síwájú,joy,0.312
crafts,iṣẹ ọnà,iṣẹ́ ọnà,joy,0.312
deal,adehun,àdéhùn,joy,0.312
woods,igbo,igbó,joy,0.312
lord,oluwa,Olúwa,joy,0.312
playhouse,ile ere,ilé eré,joy,0.312
sterling,sita,síta,joy,0.312
sunset,Iwọoorun,ìwọ̀-oòrùn,joy,0.312
wisdom,ogbon,ọgbọ́n,joy,0.312
superman,alagbara,alágbára,joy,0.312
dove,àdàbà,àdàbà,joy,0.312
living,ngbe,ń gbé,joy,0.312
simplify,rọrun,rọrùn,joy,0.312
improvement,ilọsiwaju,ìlọsíwájú,joy,0.309
infant,ìkókó,ìkókó,joy,0.309
absolution,idariji,ìdáríjì,joy,0.306
honest,ooto,Òótọ́,joy,0.303
established,mulẹ,múlẹ̀,joy,0.303
banquet,àsè,àsè,joy,0.303
endless,ailopin,àìlópin,joy,0.303
decorating,iseona,ìṣẹ́-ọnà,joy,0.303
gently,rọra,rọra,joy,0.303
providing,pese,pèsè,joy,0.3
breeze,afẹfẹ,afẹ́fẹ́,joy,0.297
yearning,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.297
joker,awada,àwàdà,joy,0.297
harvest,ikore,ìkórè,joy,0.297
feat,feat,gudugudu,joy,0.297
spending,inawo,ìnáwó,joy,0.297
notable,ohun akiyesi,ohun àkíyèsí,joy,0.297
mine,temi,tèmi,joy,0.297
meditating,àṣàrò,àṣàrò,joy,0.297
light,ina,iná,joy,0.297
fraternal,arakunrin,arákùnrin,joy,0.297
softly,jẹjẹ,jẹ́jẹ́,joy,0.297
morals,iwa,ìwà,joy,0.297
spiritual,ẹmí,ẹ̀mín,joy,0.297
growth,Idagba,ìdàgbà,joy,0.297
strolling,lilọ kiri,lílọ kiri,joy,0.297
lounging,lounging,ìrọ̀gbọ̀kú,joy,0.297
quaint,quaint,àkóso,joy,0.297
fervor,itara,ìtara,joy,0.295
volunteer,oluyọọda,olúyọ̀ọ̀da,joy,0.294
quotes,awọn agbasọ,àwọn àgbàsọ,joy,0.294
midwife,agbẹbi,agbẹ̀bí,joy,0.288
gain,jèrè,jèrè,joy,0.288
hippie,hippie,ọmọdé,joy,0.288
psalms,psalmu,orin,joy,0.288
create,ṣẹda,ṣẹ̀dá,joy,0.288
resources,awọn orisun,àwọn orísun,joy,0.288
taoism,taoism,ẹ̀sìn kan tó fara jọ Buda,joy,0.288
receiving,gba,gba,joy,0.287
ocean,òkun,òkun,joy,0.286
lsd,lsd,****,joy,0.286
snowfall,egbon yinyin,ẹ̀gbọ̀n yìnyín,joy,0.286
hiking,irinse,irinṣẹ́,joy,0.283
truce,ijaya,ìjayà,joy,0.281
toast,tositi,tósíìtì,joy,0.281
evergreen,alawọ ewe,aláwọ̀ ewé,joy,0.281
buzzing,ariwo,ariwo,joy,0.281
infinity,ailopin,àìlópin,joy,0.281
candid,lododo,lódodo,joy,0.281
unwind,sinmi,sinmi,joy,0.281
destination,nlo,ń lọ,joy,0.281
chill,biba,bíba,joy,0.281
rested,sinmi,sinmi,joy,0.281
venerable,venerable,tí ó pọ níye,joy,0.279
retirement,ifẹhinti lẹnu iṣẹ,ìfẹ̀hìntì lẹ́nu iṣẹ́,joy,0.275
balance,iwontunwonsi,ìwọ̀ntúnwọ̀nsì,joy,0.275
fireplace,ibudana,ìbúdánà,joy,0.273
drinks,ohun mimu,ohun mímu,joy,0.273
buddha,buddha,búdà,joy,0.273
devout,olùfọkànsìn,olùfọkànsìn,joy,0.273
swim,we,àwa,joy,0.273
rapt,rapt,já gbà,joy,0.273
compensate,isanpada,ìṣe ìwúrí,joy,0.273
snowing,sno,da yìnyín,joy,0.271
sublimation,sublimation,ẹ̀dà,joy,0.27
fruity,eso,èso,joy,0.268
sunday,Sunday,Ọjọ́ àìkú,joy,0.266
sun,oorun,oòrùn,joy,0.266
humility,irele,Ìrẹ̀lẹ̀,joy,0.266
salute,kí,kí,joy,0.266
paragon,paragon,párágọ́nù,joy,0.266
sketching,aworan afọwọya,àwòrán àfọwọ́rà,joy,0.266
fortitude,igboya,ìgboyà,joy,0.266
waves,igbi,ìgbì,joy,0.266
cathedral,Katidira,gbọ̀ngàn,joy,0.266
buddhism,Buddism,ẹ̀sin Búdà,joy,0.266
yoga,yoga,ìgbáradì,joy,0.266
whim,whim,wímù,joy,0.266
ministry,iṣẹ -iranṣẹ,ìṣẹ́-ìránṣẹ́,joy,0.266
artwork,ise ona,iṣẹ́ ọnà,joy,0.265
practiced,niwa,níwà,joy,0.264
clean,mimọ,mímọ́,joy,0.26
food,ounje,oúnjẹ,joy,0.258
exercise,ere idaraya,eré ìdárayá,joy,0.258
immerse,rì bọmi,rì bomi,joy,0.258
found,ri,rí,joy,0.258
clarity,wípé,wípé,joy,0.258
fitting,ibamu,ìbámu,joy,0.258
running,nṣiṣẹ,ń ṣiṣẹ́,joy,0.258
autumn,Igba Irẹdanu Ewe,ìgbà ìrẹ̀dànù ewé,joy,0.254
clap,pàtẹ́wọ́,pàtẹ́wọ́,joy,0.25
demonstrative,afihan,àfihàn,joy,0.25
fit,dada,dada,joy,0.25
football,bọọlu afẹsẹgba,bọ́ọ̀lù àfẹsẹ̀gbá,joy,0.25
chirp,kigbe,kígbe,joy,0.25
undying,tí kò kú,tí kò kú,joy,0.25
contagious,tó leè ranni,tólèrànmì,joy,0.25
countryside,igberiko,ìgbèríko,joy,0.25
diary,ojojumọ,ojojúmọ́,joy,0.25
advocacy,agbawi,àgbàwí,joy,0.25
expedient,anfaani,àǹfààní,joy,0.25
hardy,lile,lílé,joy,0.25
chilled,tutu,tutù,joy,0.25
visitor,alejo,àlejò,joy,0.25
morning,owurọ,òwúrọ̀,joy,0.25
outdoors,ita gbangba,ìta gbangba,joy,0.25
ardent,olufokansin,olùfọkànsìn,joy,0.25
candles,awọn abẹla,àwọn àbẹ́là,joy,0.25
mountain,oke,òkè,joy,0.25
cradle,jojolo,jòjòló,joy,0.247
trance,trance,ìran,joy,0.246
pay,san,san,joy,0.242
procession,ilana,ìlànà,joy,0.242
grow,dagba,dàgbà,joy,0.242
breakfast,aro,àrò,joy,0.242
intense,kikankikan,kíkankíkan,joy,0.242
preservative,olutọju,olùtọ́jú,joy,0.242
church,ijo,ijó,joy,0.242
supremacy,titobi,títóbi,joy,0.242
consecration,ìyàsímímọ́,ìyàsímímọ́,joy,0.235
skiing,sikiini,ṣíkínìnnì,joy,0.234
ordination,isọdimimọ,ìsọdimímọ́,joy,0.234
lyre,ohun orin,ohùn orin,joy,0.234
lifetime,igbesi aye,ìgbésí ayé,joy,0.234
snowy,sno,sno,joy,0.234
candle,abẹla,àbẹ́là,joy,0.234
humbled,onirẹlẹ,onírẹ̀lẹ̀,joy,0.234
salary,owo osu,owó oṣù,joy,0.234
nursery,nọsìrì,nọ́sìrì,joy,0.234
incense,turari,tùràrí,joy,0.234
vote,dibo,díbọ́,joy,0.234
doll,ọmọlangidi,ọmọláńgidi,joy,0.234
art,aworan,àwòrán,joy,0.234
pastry,àkàrà,àkàrà,joy,0.229
firefly,firefly,Kòkòrò iná,joy,0.227
chilling,gbigbọn,gbígbọ̀n,joy,0.227
remedy,atunse,àtúnṣe,joy,0.227
rescue,igbala,ìgbàlà,joy,0.225
perspective,irisi,ìrísí,joy,0.221
camping,ipago,ìpàgọ́,joy,0.221
orchard,ọgba -ajara,ọgbà-àjàrà,joy,0.221
orchestra,onilu,onílù,joy,0.221
lamb,ọdọ Aguntan,ọ̀dọ́-àgùntàn,joy,0.219
possess,gbà,gbà,joy,0.219
gardens,awọn ọgba,àwọn ọgbà,joy,0.219
castle,ile -olodi,ilé-olódi,joy,0.219
breezy,afẹfẹ,afẹ́fẹ́,joy,0.219
raindrops,ojo ojo,kíkán ójò,joy,0.212
countrymusic,orin ilu,orin ìlú,joy,0.212
ribbon,tẹẹrẹ,tẹ́ẹ́rẹ́,joy,0.212
bouttime,akoko ija,àkókò ìjà,joy,0.212
listneing,atokọ,tẹ́tí,joy,0.212
brisk,brisk,ọ̀yàyà,joy,0.212
repay,san pada,san padà,joy,0.212
teach,kọ,kọ,joy,0.212
pho,pho,ọbẹ́,joy,0.212
reggae,reggae,régẹ̀,joy,0.212
mucis,mucis,ásíìdí,joy,0.212
nap,orun,ọrùn,joy,0.206
cove,ibora,ìbora,joy,0.203
chant,korin,kọrin,joy,0.203
hire,bẹwẹ,bẹ̀wẹ̀,joy,0.203
stillness,idakẹjẹ,ìdákẹ́jẹ́,joy,0.203
uncontrollable,ti ko ni idari,tí kò ní ìdarí,joy,0.203
unexpected,airotẹlẹ,àìròtẹ́lẹ̀,joy,0.203
vernal,vernal,ìṣẹ́lulẹ̀ òjò,joy,0.203
legalized,legalized,sọ dòfin,joy,0.203
lights,awọn imọlẹ,àwọn ìmọ́lẹ̀,joy,0.203
save,fipamọ,fipamọ́,joy,0.2
pastor,aguntan,àgùntàn,joy,0.197
oneday,lọjọ kan,lọ́jọ́ kan,joy,0.197
atone,ètùtù,ètùtù,joy,0.197
trees,igi,ètùtù,joy,0.197
symmetry,isedogba,ìṣedọ́gba,joy,0.197
scripture,iwe -mimọ,Ìwé-mímọ́,joy,0.196
mountains,awọn oke -nla,àwọn òkè-ńlá,joy,0.194
craziness,aṣiwere,aṣiwèrè,joy,0.188
walking,nrin,ń rìn,joy,0.188
whiteness,funfun,funfun,joy,0.188
custom,aṣa,àṣà,joy,0.188
liquor,oti alagbara,ọtí alágbára,joy,0.188
sympathetic,alaanu,aláàánú,joy,0.188
forefathers,awon baba nla,àwọn bàbá ńlá,joy,0.188
soppy,soppy,Ìwà ọ̀dẹ̀,joy,0.188
quiet,idakẹjẹ,ìdákẹ́jẹ́,joy,0.188
tea,tii,tìí,joy,0.188
pathway,ipa ọna,Ipa ọ̀nà,joy,0.188
patient,alaisan,aláìsàn,joy,0.186
bath,iwẹ,ìwẹ̀,joy,0.182
score,O wole,ó wọlé,joy,0.182
movingon,ontesiwaju,onítẹ̀síwájú,joy,0.182
dollhouse,ile ọmọlangidi,ilé ọmọláńgidi,joy,0.182
supporter,alatilẹyin,alátìlẹ́yìn,joy,0.18
accompaniment,ifowosowopo,ìfọwọ́sowọ́pọ̀,joy,0.179
outburst,ariwo,ariwo,joy,0.176
pursuit,ilepa,ìlépa,joy,0.176
frosty,tutu,tutù,joy,0.174
wintery,igba otutu,ìgbà òtútù,joy,0.172
workout,ṣee ṣe,ṣeé ṣe,joy,0.172
luncheon,ounjẹ ọsan,Oúnjẹ ọ̀sán,joy,0.172
closure,bíbo,bíbò,joy,0.172
service,iṣẹ,iṣẹ́,joy,0.172
civilized,ọlaju,ọ̀làjú,joy,0.169
wages,owo osu,owó oṣù,joy,0.169
fain,fain,fáìn,joy,0.167
december,Oṣu kejila,oṣù kejìlá,joy,0.167
acrobat,akrobat,ohùn dídùn,joy,0.162
glide,rọra,rọra,joy,0.162
finally,nipari,níparí,joy,0.157
bathtub,ibi iwẹ,ibi ìwẹ̀,joy,0.156
stroll,irin kiri,ìrìn kiri,joy,0.156
chai,chai,chai,joy,0.156
break,adehun,àdéhùn,joy,0.156
reproductive,ibisi,ìbísi,joy,0.156
organization,agbari,agbárí,joy,0.156
obtainable,gba,gbà,joy,0.156
elf,elf,òrìṣà ọlọ́mọ,joy,0.156
peppermint,ata ipara,ata ipara,joy,0.156
balm,balm,òróró ìtura,joy,0.152
measured,won,wọn,joy,0.152
scifi,scifi,Ìwé nípa ìmọ sáyẹ̀nsì,joy,0.152
advent,dide,dìde,joy,0.152
spaniel,spaniel,ajá,joy,0.145
ditty,ditty,ẹsẹ̀ ewì kékeré,joy,0.141
oils,epo,epo,joy,0.141
bubble,ti nkuta,ti ń kùtà,joy,0.141
tan,tan,tàn,joy,0.141
simple,rọrun,rọrùn,joy,0.141
beer,Oti bia,ọtí bíà,joy,0.141
green,alawọ ewe,aláwọ̀ ewé,joy,0.137
books,awọn iwe,àwọn ìwé,joy,0.136
buss,awọn ọkọ akero,àwọn ọkọ̀ akérò,joy,0.136
makingdisciples,ṣiṣe awọn ọmọ -ẹhin,ṣíṣe àwọn ọmọ-ẹ̀hìn,joy,0.136
chow,ọbẹ,ọbẹ̀,joy,0.135
pitter,idọti,ìdọ̀tí,joy,0.134
flows,nṣàn,ń ṣàn,joy,0.13
silence,ipalọlọ,ìpalọ́lọ́,joy,0.127
wine,waini,wáìnì,joy,0.125
circumstances,ayidayida,àyídáyidà,joy,0.125
solitude,ìnìkanwà,ìnìkanwà,joy,0.125
bookstore,itawe,ìtàwé,joy,0.125
roadster,oju opopona,Ojú òpópónà,joy,0.125
priesthood,oyè àlùfáà,oyè àlùfáà,joy,0.121
wilderness,aginjù,aginjù,joy,0.121
japan,japan,Jàpánù,joy,0.121
soak,rì,rì,joy,0.121
critical,lominu ni,ṣé pàtàkì,joy,0.116
neutral,didoju,dídojú,joy,0.114
untie,tú,tú,joy,0.109
opera,opera,ibi ìwòran eré,joy,0.109
hunting,sode,sóde,joy,0.109
sand,iyanrin,iyanrìn,joy,0.109
weight,àdánù,àdánù,joy,0.109
wind,afẹfẹ,afẹ́fẹ́,joy,0.109
classical,kilasika,kílásíkà,joy,0.106
labor,laala,làálàá,joy,0.106
lake,adagun,adágún,joy,0.103
affliction,ipọnju,ìpọ́njú,joy,0.103
organ,eto ara,ètò ara,joy,0.094
dwelling,ibugbe,ibùgbé,joy,0.094
tree,igi,igi,joy,0.09
pond,adagun,adágún,joy,0.089
latte,latte,mílìkì,joy,0.078
marrow,ọra,ọ̀rá,joy,0.078
sipping,sipping,ọ̀rá,joy,0.076
benign,rere,rere,joy,0.074
majority,poju,pọ̀jù,joy,0.073
leaf,ewe,ewé,joy,0.065
basketball,agbọn,àgbọn,joy,0.062
troubles,wahala,wàhálà,joy,0.062
explosions,explosions,àwọn ohun ìbú gbàmù,joy,0.061
cream,ipara,ìpara,joy,0.061
shepherd,oluṣọ -agutan,olùsọ-àgùntàn,joy,0.058
tuesday,ọjọbọ,ọjọ́bọ,joy,0.047
turbulence,rudurudu,rúdurùdu,joy,0.045
calf,ọmọ malu,ọmọ màálù,joy,0.04
