word,machine_translation,human_translation,machine_translation_updated
yearning,ifẹkufẹ,ifẹ gbigbona,ifẹ gbigbona
ill-natured,aláìláàánú,onínúfùfù,onínúfùfù
sagely,sagely,lọgbọn,lọgbọn
rape,ifipabanilopo,ìfipábánilòpò,ìfipábánilòpò
blindly,afọju,fọ́jú,fọ́jú
cutthroat,ọgbẹ ọgbẹ,apànìyàn,apànìyàn
diligently,tokantokan,,tokantokan
tether,tether,okùn,okùn
hard-working,sise taratara,,sise taratara
fruitlessly,fruitlessly,aláìléso,aláìléso
conciliatory,olufaragba,ituloju,ituloju
reached,de ọdọ,,de ọdọ
irrational,alaigbọran,aláìgbọràn,aláìgbọràn
adjudicate,ṣe idajọ,dájọ́,dájọ́
sane,olóye,,olóye
best-selling,tita to dara julọ,,tita to dara julọ
stupid,omugo,òmùgọ̀,òmùgọ̀
denigrate,ẹgan,gàn,gàn
downer,onirẹlẹ,ìbànújẹ́,ìbànújẹ́
steadfastly,ṣinṣin,,ṣinṣin
fearful,ibẹru,ìbẹ̀rù,ìbẹ̀rù
archaeology,archeology,ìmọ̀ nípa ìtàn ènìyàn,ìmọ̀ nípa ìtàn ènìyàn
modesty,ìmẹ̀tọ́mọ̀wà,,ìmẹ̀tọ́mọ̀wà
refuted,kọ,fi nǹkan tó lòdì hàn,fi nǹkan tó lòdì hàn
emulate,fara wé,,fara wé
deplore,banujẹ,banújẹ́,banújẹ́
alluring,ifamọra,,ifamọra
traped,idẹkùn,dẹkùn de,dẹkùn de
hung,ṣù,ṣù,ṣù
deleterious,ẹlẹgàn,léwu,léwu
idolatry,ibọriṣa,ìbọ̀rìṣà,ìbọ̀rìṣà
dissonantly,lainidi,ìtakora,ìtakora
sing,kọrin,,kọrin
flap,gbigbọn,gbọ̀n,gbọ̀n
critique,alariwisi,,alariwisi
educate,kọ ẹkọ,,kọ ẹkọ
impudently,lainidi,aláìgbọràn,aláìgbọràn
disputed,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
reform,atunṣe,tunṣe,tunṣe
malaise,ailera,àìlera,àìlera
stinking,rùn,rùn,rùn
sucky,sucky,mímu,mímu
sterling,sita,owó-pọ́ùn,owó-pọ́ùn
raptors,raptors,ẹyẹ-oko,ẹyẹ-oko
mashed,mashed,fọ́,fọ́
inadequately,aiṣedeede,àìtó,àìtó
calls,awọn ipe,ìpè,ìpè
confusing,airoju,irújú,irújú
closeness,isunmọtosi,,isunmọtosi
holocaust,ipaniyan,ìparun,ìparun
delinquent,ẹlẹṣẹ,àìṣedéédé,àìṣedéédé
convient,ifaramọ,dẹrun,dẹrun
ambitious,ifẹkufẹ,ọkanjuwa,ọkanjuwa
mock,ẹgan,ẹ̀gàn,ẹ̀gàn
uncertain,aidaniloju,àìdánilójú,àìdánilójú
unconvincingly,ti ko ni idaniloju,aláìdánilójú,aláìdánilójú
advocacy,agbawi,,agbawi
destains,yẹ,yà,yà
thoughtless,lairi,láìrò,láìrò
radicalization,ipilẹṣẹ,ìpilẹ̀ṣẹ̀,ìpilẹ̀ṣẹ̀
kite,kite,ìwe-owó,ìwe-owó
guardianship,alagbato,,alagbato
shell,ikarahun,ìkarahun,ìkarahun
rout,imukuro,èrò,èrò
outbursts,ìbúgbàù,ìbúgbàù,ìbúgbàù
opiate,opiate,ògun-olóró,ògun-olóró
unusable,ilokulo,àìṣeélò,àìṣeélò
grind,pọn,lọ̀,lọ̀
curl,tẹ-,ikakò,ikakò
hype,aruwo,gbéga,gbéga
mirthful,alarinrin,,alarinrin
originality,ipilẹṣẹ,,ipilẹṣẹ
inspirational,lokun,imisi,imisi
hampered,idiwo,ìdíwọ́,ìdíwọ́
cogent,cogent,koko,koko
fraudsters,arekereke,jẹgúdújẹrá,jẹgúdújẹrá
ebullient,ebullient,ni ayọ,ni ayọ
dullard,dullard,òmùgọ̀,òmùgọ̀
revitalize,sọji,,sọji
poorest,talaka,tálákà,tálákà
promptly,kiakia,,kiakia
invaluable,ti koṣe,iyebiye,iyebiye
insignificantly,lainidi,àìnídìí,àìnídìí
stressful,ni eni lara,ni ẹni lára,ni ẹni lára
eloquence,ijafafa,,ijafafa
beast,ẹranko,ẹranko,ẹranko
proposition,igbero,,igbero
mawkishness,maakishness,àìlera,àìlera
fucked,buruku,burúkú,burúkú
sensuous,ti ifẹkufẹ,,ti ifẹkufẹ
big,nla,,nla
redeeming,irapada,rapada,rapada
utopian,utopian,ibi ti ǹkan ti dọ́gba,ibi ti ǹkan ti dọ́gba
smilingly,rerin musẹ,,rerin musẹ
defer,idaduro,ìdádúró,ìdádúró
exquisitely,olorinrin,didara,didara
damnable,ẹlẹbi,ẹlẹ́bi,ẹlẹ́bi
fucking,onibaje,oníbàjẹ́,oníbàjẹ́
disdain,kẹgàn,kẹgàn,kẹgàn
tits,ori omu,orí ọmú,orí ọmú
spammers,àwúrúju,àwúrúju,àwúrúju
ailing,aisan,àìsàn,àìsàn
slowest,o lọra,o lọ́ra,o lọ́ra
cuts,gige,gígé,gígé
incalculable,airoye,àìlèṣírò,àìlèṣírò
allege,ẹsùn,ẹ̀sùn,ẹ̀sùn
worries,iṣoro,wàhálà,wàhálà
dismayingly,ibanuje,ìbẹ̀rù,ìbẹ̀rù
anti-us,egboogi-wa,alátakò-wa,alátakò-wa
naive,alaimọ,aláìmọ̀kan,aláìmọ̀kan
evasive,asasala,yọ̀,yọ̀
ache,irora,ìrora,ìrora
slender,tẹẹrẹ,tinrin,tinrin
achieve,se aseyori,,se aseyori
gasp,mimi gulegule,mínmín gúlegúle,mínmín gúlegúle
promiscuous,panṣaga,onírìnkurìn,onírìnkurìn
exaggeration,Àsọdùn,àsọdùn,àsọdùn
chagrin,ibanuje,gba agbára,gba agbára
enfeeble,alailagbara,aláìlágbára,aláìlágbára
ghostly,iwin,iwin,iwin
blockbuster,ohun amorindun,ohun to gbajumọ,ohun to gbajumọ
lynch,lynch,Jeníyà,Jeníyà
unmotivated,ti ko ni iwuri,tí kò ní ìwúrí,tí kò ní ìwúrí
anxiety,aibalẹ,Áìbalẹ̀,Áìbalẹ̀
overlooked,aṣemáṣe,fi ojú fò,fi ojú fò
demanded,ti beere,ti béèrè,ti béèrè
profuse,lọpọlọpọ,,lọpọlọpọ
enchanted,enchanted,ṣe ifaiya si,ṣe ifaiya si
underestimates,underestimates,fi ojú kéré,fi ojú kéré
pleased,dùn,dùn mọ,dùn mọ
scrimmage,scrimmage,ìgbaradì,ìgbaradì
clump,idimu,ẹgbẹ́,ẹgbẹ́
fast,sare,,sare
comfortably,ni itunu,,ni itunu
eminent,olokiki,,olokiki
muddled,muddled,rújú,rújú
whoooa,wo,wòó,wòó
mercifully,aláàánú,,aláàánú
embarrassed,idojuti,ìdójútì,ìdójútì
despairing,ireti,ìrètí,ìrètí
apocalypse,apocalypse,apocalypse,apocalypse
mediator,olulaja,,olulaja
scientific,ijinle sayensi,,ijinle sayensi
saintliness,iwa mimo,,iwa mimo
favor,ojurere,,ojurere
masterpiece,aṣetan,,aṣetan
imperfect,aláìpé,aláìpé,aláìpé
uniformly,iṣọkan,,iṣọkan
divorce,ikọsilẹ,ìkọ̀sílẹ̀,ìkọ̀sílẹ̀
share,pin,,pin
violent,iwa -ipa,ìwà -ipá,ìwà -ipá
acquitting,idasile,n dasilẹ,n dasilẹ
ignoble,alaigbọran,àìníyì,àìníyì
deserve,yẹ,,yẹ
unjustifiable,alaiṣedede,àìlèdáláre,àìlèdáláre
annoying,didanubi,dídánúbí,dídánúbí
unfocused,aifọwọyi,àìní àfojú sùn,àìní àfojú sùn
qualify,tóótun,mu ye,mu ye
compliment,iyin,,iyin
sluggish,onilọra,onílọ́ra,onílọ́ra
untimely,lásìkò,àìbọ́sásíkò,àìbọ́sásíkò
recreational,ìdárayá,,ìdárayá
continue,tesiwaju,,tesiwaju
stabs,ọbẹ,gún,gún
layoff-happy,layoff-idunnu,lé dànù- dunú,lé dànù- dunú
silly,aimọgbọnwa,àìmọ́gbọ́nwá,àìmọ́gbọ́nwá
ethical,iwa,to jẹ itewọgba,to jẹ itewọgba
actionable,actionable,ìṣiṣẹ́,ìṣiṣẹ́
back-woods,igi-ẹhin,igi ẹ̀hìn,igi ẹ̀hìn
beaten,lu,lù,lù
feud,ija,ìjà,ìjà
impulsive,imukuro,agbára ìrọ́lù,agbára ìrọ́lù
hurted,farapa,farapa,farapa
wretched,aburu,olóṣì,olóṣì
criticisms,alariwisi,àríwísí,àríwísí
deceives,n tannijẹ,tànjẹ,tànjẹ
mutual,ifowosowopo,,ifowosowopo
doubtless,aniani,,aniani
shrunk,rọra,súnkì,súnkì
comforts,awọn itunu,,awọn itunu
marginally,ni ala,ní ààlà,ní ààlà
bigotry,ikorira,àwọn aláìlóye,àwọn aláìlóye
sage,ologbon,ọlọgbọn,ọlọgbọn
unrelenting,ailopin,àìtẹ̀tì,àìtẹ̀tì
inconvenience,inira,ìnira,ìnira
traumatically,traumatically,jìnìjìnì,jìnìjìnì
electricity,itanna,,itanna
abductions,ifasita,àwọn ìjínigbé,àwọn ìjínigbé
dust,ekuru,eruku,eruku
dismay,aibanujẹ,bẹ̀rù,bẹ̀rù
crumple,erupẹ,wó,wó
smattering,rirọ,ẹ̀kọ́-àìkọ́tán,ẹ̀kọ́-àìkọ́tán
proving,ni tooto,jẹri,jẹri
ornate,ọṣọ,ẹwa,ẹwa
ghost,iwin,iwin,iwin
enlightened,tan imọlẹ,,tan imọlẹ
doctor,dokita,,dokita
odd,ajeji,àjèjì,àjèjì
trespass,irekọja,rékọjá,rékọjá
notion,iro,,iro
bailiff,bailiff,ológo,ológo
guardian,alagbato,,alagbato
intimidation,idẹruba,ìdẹ́rùbà,ìdẹ́rùbà
hysterics,hysterics,ilé ọmọ,ilé ọmọ
agony,irora,ìrora,ìrora
disputes,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
fascinate,fanimọra,,fanimọra
disinterest,ko nifẹ,kò nífẹ̀ẹ́,kò nífẹ̀ẹ́
convention,apejọ,,apejọ
sex,ibalopo,,ibalopo
improving,imudarasi,,imudarasi
indoctrination,indoctrination,kọ́ láti ìgbàgbọ́,kọ́ láti ìgbàgbọ́
diffidence,iyatọ,ìyàtọ̀,ìyàtọ̀
spoon-fed,sibi-je,rán lọ́wọ́,rán lọ́wọ́
hash,elile,rorò,rorò
bias,irẹjẹ,ṣègbè,ṣègbè
indelible,aidibajẹ,laileparẹ,laileparẹ
vote,dibo,,dibo
dubitable,dubitable,nǹkan tí kò dájú,nǹkan tí kò dájú
ingenuous,ologbon,,ologbon
casualty,ijamba,ìjàmbá,ìjàmbá
diabolic,diabolic,ajẹméṣù,ajẹméṣù
ass,kẹtẹkẹtẹ,kẹ́tẹ́kẹ́tẹ́,kẹ́tẹ́kẹ́tẹ́
determination,ipinnu,,ipinnu
soundly,daradara,,daradara
shady,ojiji,òjìji,òjìji
disinclination,iyasoto,ìyàsọ́tọ̀,ìyàsọ́tọ̀
misconception,àṣìlóye,àṣìlóye,àṣìlóye
bile,bile,òróǹro,òróǹro
inaccuracy,aiṣedeede,àìṣedéédé,àìṣedéédé
restores,restores,mu pada,mu pada
unsung,ti ko korin,àìlókíkì,àìlókíkì
niggles,niggles,àwọn ìṣòro,àwọn ìṣòro
tops,gbepokini,gbe ipokini,gbe ipokini
attack,kolu,kọlù,kọlù
uneven,aiṣedeede,àìdọ́gba,àìdọ́gba
inappropriately,aiṣedeede,àìbójúmu,àìbójúmu
fakes,iro,ayédèrú,ayédèrú
discomfititure,aiṣedeede,ìpinlẹ́mìnín,ìpinlẹ́mìnín
pay,san,,san
funerals,isinku,ìsìnkú,ìsìnkú
suicide,igbẹmi ara ẹni,ìgbẹ̀mí ara ẹni,ìgbẹ̀mí ara ẹni
solving,lohun,n yanju,n yanju
splendor,ẹwa,,ẹwa
ranters,awọn olutọju,àwọn olùtojọ́,àwọn olùtojọ́
tutelage,tutelage,iṣetoju,iṣetoju
choke,pa,pa,pa
untamed,aimọ,àìtùlójú,àìtùlójú
urgent,amojuto,lọ́gán,lọ́gán
fanatical,fanatical,ìgbónára,ìgbónára
nightmarish,alaburuku,àlá burúkú,àlá burúkú
resourcefulness,olufulnessewadi,iseso,iseso
wrath,ibinu,ìbínú,ìbínú
analyst,oluyanju,,oluyanju
stump,kùkùté,kùkùté,kùkùté
brazenly,igboya,ìgboyà,ìgboyà
rigidness,gígan,ṣòro,ṣòro
detested,ìríra,ti kórìíra,ti kórìíra
upset,inu bibi,inú bíbí,inú bíbí
inferno,inforno,iná-ńlá,iná-ńlá
carnivorous,onjẹ ẹran,ajẹran,ajẹran
funeral,isinku,ìsìnkú,ìsìnkú
traitorously,traitorously,ìṣẹ̀tàn,ìṣẹ̀tàn
quack,quack,ayédèrú,ayédèrú
miss,padanu,pàdánù,pàdánù
apathetic,aibikita,Áìbìkítà,Áìbìkítà
rampant,gbilẹ,gbilẹ̀,gbilẹ̀
elatedly,inu didun,,inu didun
snarling,ariwo,ariwo,ariwo
contaminates,contaminates,sọ dalábùkù,sọ dalábùkù
elucidate,ṣe alaye,,ṣe alaye
hated,korira,kó rírà,kó rírà
neurotically,neurotically,àìfarabalẹ̀,àìfarabalẹ̀
repugnantly,ìríra,ìríra,ìríra
enjoyably,igbadun,,igbadun
rig,rig,ṣẹ òjóró,ṣẹ òjóró
disconnected,ge asopọ,já,já
incomparable,lafiwe,kò láfiwé,kò láfiwé
cataclysmically,cataclysmically,nípa àjálù ńlá,nípa àjálù ńlá
drop-outs,idasilẹ-silẹ,ẹni tí kò parí ẹ̀kọ́,ẹni tí kò parí ẹ̀kọ́
fearsome,ẹru,ẹ̀rù,ẹ̀rù
undermines,undermines,rò pin,rò pin
disrupt,idalọwọduro,ìdálọ́wọ́dúró,ìdálọ́wọ́dúró
irking,irking,bínú,bínú
easing,irọrun,rọrun,rọrun
plexus,plexus,iṣẹ àwọn,iṣẹ àwọn
downgrade,sokale,fojú tẹ́ńbẹ́lú,fojú tẹ́ńbẹ́lú
bonuses,awọn ajeseku,awọn ebun,awọn ebun
dizzing,sisun,,sisun
pill,egbogi,,egbogi
placid,placid,lalafia,lalafia
music,orin,,orin
develop,dagbasoke,,dagbasoke
hateful,korira,kórìíra,kórìíra
audacious,igboya,ìgboyà,ìgboyà
extend,faagun,,faagun
speedy,yiyara,,yiyara
desolate,dahoro,dahoro,dahoro
gun,ibon,ìbọn,ìbọn
supporter,alatilẹyin,,alatilẹyin
mortuary,ile igboku,ilé-ìgbókùsí,ilé-ìgbókùsí
pensive,pensive,àròjinlẹ̀,àròjinlẹ̀
tarnishes,tarnishes,tàbùkù,tàbùkù
aspersion,aspersion,fífọ́n,fífọ́n
disguising,disguising,dídíbọ́n,dídíbọ́n
dictatorial,dictatorial,apàṣẹ,apàṣẹ
challenging,nija,le,le
felicity,idunnu,,idunnu
chosen,yàn,,yàn
gallant,gallant,nigboiya,nigboiya
oversimplifies,oversimplifies,àpọ̀jù,àpọ̀jù
mercy,aanu,,aanu
undependability,aiṣedeede,aláìgbáralé,aláìgbáralé
affluence,ọlọrọ,,ọlọrọ
chide,chide,báwí,báwí
repressive,repressive,fífagbáratẹ̀mọ́lẹ̀,fífagbáratẹ̀mọ́lẹ̀
assassinate,apànìyàn,ìpànìyàn,ìpànìyàn
pugnacity,pugnacity,oníbìínú,oníbìínú
correspondence,ifọrọranṣẹ,,ifọrọranṣẹ
adequate,deedee,,deedee
incomprehension,airi,àìlóye,àìlóye
instinctive,àdámọ́ni,,àdámọ́ni
conflicted,rogbodiyan,rògbòdìyàn,rògbòdìyàn
glib,glib,yọ̀,yọ̀
posthumous,posthumous,lẹ́yìn-ikú,lẹ́yìn-ikú
infidelity,aigbagbọ,àìgbàgbọ́,àìgbàgbọ́
fulminate,pari,dálẹ́bi,dálẹ́bi
titillatingly,titillatingly,ru,ru
lackadaisical,lackadaisical,áìbìkítà,áìbìkítà
incredulous,alaigbagbọ,aláìgbàgbọ́,aláìgbàgbọ́
booming,ariwo,,ariwo
subdue,tẹriba,ṣẹ́gun,ṣẹ́gun
scuff,ikọlu,fi ẹsẹ̀ wọ́lẹ̀,fi ẹsẹ̀ wọ́lẹ̀
satisfactory,itelorun,,itelorun
breakthroughs,awaridii,,awaridii
acquit,idasilẹ,dasilẹ,dasilẹ
treasonous,arekereke,ìdìtẹ̀,ìdìtẹ̀
incapacitated,alailagbara,alàìlágbàrá,alàìlágbàrá
disconsolation,aibanujẹ,àìbànújẹ́,àìbànújẹ́
restricted,ihamọ,ìhámọ́,ìhámọ́
pigs,elede,àwọn ẹlẹ́dẹ̀,àwọn ẹlẹ́dẹ̀
lowest,ni asuwon ti,òṣùwọ̀n kékeré,òṣùwọ̀n kékeré
unapproved,ti a ko fọwọsi,tí a kò fọwọ́sí,tí a kò fọwọ́sí
synod,synod,àjọ ìgbìmọ̀ ìjọ,àjọ ìgbìmọ̀ ìjọ
demoralize,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
foully,ahon,ìdọ̀tí,ìdọ̀tí
overkill,apọju,àpọ̀jù,àpọ̀jù
mistakenly,ni aṣiṣe,àṣìṣe,àṣìṣe
mortification,imudaniloju,ìtìjú,ìtìjú
downsides,downsides,àìláàǹfàní,àìláàǹfàní
upsets,idamu,inú bíbí,inú bíbí
roomier,yara,,yara
reassurance,ifọkanbalẹ,,ifọkanbalẹ
expired,pari,bàjẹ́,bàjẹ́
dishonesty,alaisododo,àìṣòdodo,àìṣòdodo
cerebral,ọpọlọ,,ọpọlọ
commemorate,ṣe iranti,,ṣe iranti
satirize,satirize,ṣẹ̀fẹ̀,ṣẹ̀fẹ̀
helps,iranlọwọ,,iranlọwọ
fraught,fraught,dì,dì
enviousness,ilara,ìlara,ìlara
skittish,skittish,ní ẹ̀rù,ní ẹ̀rù
wounds,ọgbẹ,ọgbẹ́,ọgbẹ́
pasture,pápá ìjẹko,,pápá ìjẹko
besiege,dótì,pagbo,pagbo
slug,slug,ya ọ̀lẹ,ya ọ̀lẹ
calamity,ajalu,àjálù,àjálù
scarecrow,scarecrow,ìdẹ́rèbẹyẹ,ìdẹ́rèbẹyẹ
right direction,itọsọna ọtun,,itọsọna ọtun
renounce,kọ silẹ,kọ̀ sílẹ̀,kọ̀ sílẹ̀
villianous,villianous,oníwà búburú,oníwà búburú
swamp,ira,irà,irà
eruptions,eruptions,ìrusókè,ìrusókè
mangled,mangled,ṣàtúnṣe,ṣàtúnṣe
growth,Idagba,,Idagba
ranter,olutọju,olùtojọ́,olùtojọ́
peck,peck,jẹ,jẹ
tutor,oluko,,oluko
sponge,kanrinkan,kàìnkàìn,kàìnkàìn
banishment,ifilọlẹ,ifilọlẹ,ifilọlẹ
risky,eewu,ewu,ewu
snappy,yiyara,,yiyara
oblivion,igbagbe,ìgbàgbé,ìgbàgbé
harshest,lile julọ,líle jùlọ,líle jùlọ
greeting,ikini,,ikini
paranoid,paranoid,ìṣiwèrè,ìṣiwèrè
mimicry,mimicry,ìsínijẹ,ìsínijẹ
sufficed,ti to,,ti to
bother,wahala,dààmú,dààmú
weeping,ekun,ẹkùn,ẹkùn
wait,duro,dúró,dúró
flagrantly,ni gbangba,ní gbangba,ní gbangba
clarify,salaye,,salaye
discarding,yiyọ,yíyọ,yíyọ
pained,irora,ìrora,ìrora
depressed,ibanujẹ,ìbànújẹ́,ìbànújẹ́
disaffected,aibanujẹ,àìnípa,àìnípa
iniquity,aiṣedede,àìṣedéédé,àìṣedéédé
diabolically,diabolically,ajẹméṣù,ajẹméṣù
adroit,adroit,gbọn,gbọn
shackle,ẹwọn,àjàgà,àjàgà
difficulties,awọn iṣoro,àwọn ìṣòro,àwọn ìṣòro
fashionably,asa,,asa
wither,rọ,rẹ̀,rẹ̀
unpopular,ti ko gbale,aláìlókìkí,aláìlókìkí
occluded,ti dibo,ti dí,ti dí
indomitable,ailopin,lailepin,lailepin
blunder,blunder,àṣìṣe,àṣìṣe
astonishment,iyalẹnu,,iyalẹnu
enthuse,moriwu,,moriwu
dehumanized,dehumanized,àìsedédé ènìyàn,àìsedédé ènìyàn
inglorious,alainilara,aláìnílara,aláìnílara
lurk,farabale,fara balẹ̀,fara balẹ̀
retaliation,igbẹsan,ìgbẹ̀san,ìgbẹ̀san
unimaginable,airotẹlẹ,,airotẹlẹ
vernal,vernal,ti igba iruwe,ti igba iruwe
disconsolately,disconsolately,àìfọkànbalẹ̀,àìfọkànbalẹ̀
darkened,ṣokunkun,ṣókùnkùn,ṣókùnkùn
wholesome,ni ilera,,ni ilera
undissolved,ti ko yanju,aláìtúká,aláìtúká
crappy,inira,ìnira,ìnira
oversimplify,apọju,àpọ̀jù,àpọ̀jù
pretty,lẹwa,,lẹwa
drainage,idominugere,kòtò-ìdominù,kòtò-ìdominù
puzzlement,adojuru,àdojúrú,àdojúrú
violate,rufin,rú òfin,rú òfin
confederate,ajọṣepọ,,ajọṣepọ
painful,irora,ìrora,ìrora
time-consuming,akoko ilo,gbàkókò,gbàkókò
moody,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
scarce,ṣọwọn,ṣọ̀wọ́n,ṣọ̀wọ́n
snags,snags,ta síta,ta síta
mismatch,aiṣedeede,àìdọ́gba,àìdọ́gba
overpriced,gbowolori,gbówó lórí,gbówó lórí
consent,igbanilaaye,ijẹwọ,ijẹwọ
pastor,aguntan,olusọ aguntan,olusọ aguntan
hassles,wahala,wàhálà,wàhálà
enrage,ibinu,ìbínú,ìbínú
impropriety,aiṣedeede,àìṣedéédé,àìṣedéédé
lair,igboro,ibùba-ẹran,ibùba-ẹran
aspire,lepa,,lepa
anti-,egboogi-,alátakò,alátakò
tormented,joró,ìdálóró,ìdálóró
assault,ikọlu,ìkọlù,ìkọlù
thanks,o ṣeun,,o ṣeun
fat-cats,ologbo-ologbo,àwọn ọlọ́rọ̀,àwọn ọlọ́rọ̀
versus,dipo,tako,tako
antique,igba atijọ,,igba atijọ
breakups,awọn fifọ,yà,yà
outbreak,ìbújáde,ìbújáde,ìbújáde
captivate,ṣe ifamọra,,ṣe ifamọra
unbelievable,aigbagbọ,àìgbàgbọ́,àìgbàgbọ́
user-replaceable,olumulo-rọpo,,olumulo-rọpo
annoy,binu,bínú,bínú
staid,staid,déédéé,déédéé
supremacy,titobi,,titobi
rapturously,rapturously,ayọ nla,ayọ nla
ovation,igbega,ìyìn,ìyìn
perfects,pipe,,pipe
toothache,eyin ehin,eyín-dídùn,eyín-dídùn
wild,egan,ijù,ijù
invitation,ifiwepe,,ifiwepe
distastefully,distastefully,pẹ̀lú ìkórìíra,pẹ̀lú ìkórìíra
stupified,omugo,òmùgọ̀,òmùgọ̀
unexpected,airotẹlẹ,,airotẹlẹ
supporting,atilẹyin,,atilẹyin
misuse,ilokulo,ìlòkulò,ìlòkulò
proven,Fihan,,Fihan
blithe,blithe,idaraya,idaraya
mystery,ohun ijinlẹ,ohun àràmàǹdà,ohun àràmàǹdà
marveled,yà,yalẹnu,yalẹnu
quaint,quaint,ajeji,ajeji
raked,raked,ọ̀pọ̀,ọ̀pọ̀
fears,ibẹrubojo,ìbẹ̀rùbojo,ìbẹ̀rùbojo
discouragingly,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
caustic,caustic,ajóni,ajóni
sluts,awọn ẹlẹgàn,àwọn ẹlẹ́gàn,àwọn ẹlẹ́gàn
praying,gbigbadura,,gbigbadura
joyously,ayo,,ayo
abysmal,abysmal,ọ̀gbun àìlópin,ọ̀gbun àìlópin
betrayals,awọn arekereke,àwọn elénìní,àwọn elénìní
messed,ti bajẹ,ti bàjẹ́,ti bàjẹ́
lies,irọ,parọ́,parọ́
mistakes,awọn aṣiṣe,àwọn àṣìṣe,àwọn àṣìṣe
work,iṣẹ,,iṣẹ
degrade,irẹlẹ,ìrẹ̀lẹ̀,ìrẹ̀lẹ̀
absent,nílé,àìsí,àìsí
intelligence,oye,,oye
unfulfilled,ti ko ṣẹ,ti ko ṣẹ,ti ko ṣẹ
unsteadily,lainidi,àìdúró-ṣinṣin,àìdúró-ṣinṣin
inept,aipe,àìpé,àìpé
smelled,olfato,gbọ́ òórùn,gbọ́ òórùn
non-confidence,aigbagbọ,àìnígboyà,àìnígboyà
courage,igboya,,igboya
perverts,arekereke,oníwà ìbàjẹ́,oníwà ìbàjẹ́
smashed,fọ,fọ́,fọ́
deign,deign,tàbùkù,tàbùkù
symptom,aami aisan,àmì àìsàn,àmì àìsàn
inaccessible,wiwọle,láìlèsúnmọ́,láìlèsúnmọ́
basketball,agbọn,bolu afọwọgba,bolu afọwọgba
guillotine,guillotine,ìbẹ́nilórí,ìbẹ́nilórí
discomfit,discomfit,pinlẹ́mìnín,pinlẹ́mìnín
deceit,ẹtan,ẹ̀tàn,ẹ̀tàn
unkindly,laanu,láìláànú,láìláànú
monochrome,monochrome,aláwọ̀-kan,aláwọ̀-kan
meticulous,ṣọra,,ṣọra
blameworthy,jẹbi,jẹ̀ bi,jẹ̀ bi
durable,ti o tọ,aigbagbara,aigbagbara
oppose,tako,takò,takò
misunderstood,gbọye,àìgbọ́yé,àìgbọ́yé
conviction,idalẹjọ,ìdálẹ́bi,ìdálẹ́bi
praising,iyin,yin,yin
soup,bimo,ọbẹ,ọbẹ
paprika,paprika,ata- tataṣe,ata- tataṣe
discriminate,iyasoto,ìyàsọ́tọ̀,ìyàsọ́tọ̀
fascinating,fanimọra,n fanimọra,n fanimọra
domineering,akoso,alákòóso,alákòóso
pleasing,tenilorun,,tenilorun
mockeries,ẹgàn,ẹ̀gàn,ẹ̀gàn
joking,nse awada,,nse awada
grizzly,grizzly,àmọ̀tẹ́kùn,àmọ̀tẹ́kùn
unacceptable,itẹwẹgba,àìjẹ́tẹ̀wọ́gbà,àìjẹ́tẹ̀wọ́gbà
disaffect,alailanfani,aláìnípa,aláìnípa
astray,ṣina,ṣìnà,ṣìnà
advocates,alagbawi,gbejoro,gbejoro
inefficiency,aisekokari,àìṣekóríyá,àìṣekóríyá
bombed,bombu,ìbúgbámù,ìbúgbámù
fluctuation,iyipada,ìru-sókè-sódò,ìru-sókè-sódò
caretaker,alabojuto,,alabojuto
toil,làálàá,Ṣe làálàá,Ṣe làálàá
cholera,onigba-,ààrun-onígbá-méjì,ààrun-onígbá-méjì
alabaster,alabaster,jẹ́ lẹgẹ́,jẹ́ lẹgẹ́
unconditional,aisedeede,alainitori,alainitori
highest,ti o ga julọ,gajù,gajù
recover,Bọsipọ,,Bọsipọ
unexpected,airotẹlẹ,àìròtẹ́lẹ̀,àìròtẹ́lẹ̀
uncanny,aimọgbọnwa,àìṣojúlásán,àìṣojúlásán
